번호,낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자
107,토도수산,바다,충청남도 태안군 안면읍 대야로 323-45,충청남도 태안군 안면읍 대야로 323-45,36.46592426,126.4154688,,206,우럭,30,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
108,백호좌대,바다,충청남도 태안군 남면 천수만로 340-54,충청남도 태안군 남면 천수만로 340-54,36.619584,126.3479666,,292,우럭,63,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
109,태극호좌대,바다,충청남도 태안군 남면 한바위길 10-11,충청남도 태안군 남면 한바위길 10-11,36.621567,126.348669,,208,우럭,45,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
110,중앙호좌대,바다,충청남도 태안군 남면 한바위길 61,충청남도 태안군 남면 한바위길 61,36.62279643,126.354434,,212,우럭,46,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
111,힐링호좌대,바다,충청남도 태안군 남면 한바위길 54-16,충청남도 태안군 남면 한바위길 54-16,36.62094968,126.3541975,,231,우럭,50,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
112,신진좌대,바다,충청남도 태안군 남면 한바위길 36-7,충청남도 태안군 남면 한바위길 36-7,36.62086745,126.353658,,152,우럭,37,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
113,황금좌대,바다,충청남도 태안군 남면 천수만로 340-7,충청남도 태안군 남면 천수만로 340-7,36.621423,126.3467617,,173,우럭,37,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
114,해인호좌대,바다,충청남도 태안군 남면 한바위길 36-21,충청남도 태안군 남면 한바위길 36-21,36.62031491,126.354128,,166,우럭,35,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
115,수성호좌대,바다,충청남도 태안군 남면 한바위길 54-12,충청남도 태안군 남면 한바위길 54-12,36.62135688,126.354174,,335,우럭,73,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
116,대원호좌대,바다,충청남도 태안군 남면 한바위길 54-10,충청남도 태안군 남면 한바위길 54-10,36.621556,126.3543847,,319,우럭,69,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
117,남용호좌대,바다,충청남도 태안군 남면 당암리 1-12,충청남도 태안군 남면 당암리 1-12,36.619672,126.354366,,455,우럭,90,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
118,서해대교바다낚시터,평지,충청남도 당진시 신평면 샛터길 117-121,,36.9167,126.7833,041-352-2523,10346,우럭 등,238,육상 낚시터,"90,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",서해대교,041-350-4271,충청남도 당진시,2022-03-31
119,장고항덕진호좌대낚시터,바다,충청남도 당진시 석문면 장고항로 334-48,,37.0333,126.5,,150,우럭 등,30,해상 좌대낚시터,"50,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",장고항국가어항,041-350-4272,충청남도 당진시,2022-03-31
120,그린좌대낚시터,바다,충청남도 당진시 석문면 장고항로 334-48,,37.0333,126.5,,299,우럭 등,65,해상 좌대낚시터,"50,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",장고항국가어항,041-350-4273,충청남도 당진시,2022-03-31
121,병기호좌대낚시터,바다,충청남도 당진시 석문면 왜목길 73,,37.0333,126.5333,,240,우럭 등,48,해상 좌대낚시터,"50,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",왜목마을,041-350-4275,충청남도 당진시,2022-03-31
122,고래좌대낚시터,바다,충청남도 당진시 석문면 왜목길 73,,37.0333,126.5333,,120,우럭 등,23,해상 좌대낚시터,"50,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",왜목마을,041-350-4276,충청남도 당진시,2022-03-31
123,해맞이좌대낚시터,바다,충청남도 당진시 석문면 왜목길 73,,37.0333,126.5333,,240,우럭 등,48,해상 좌대낚시터,"50,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",왜목마을,041-350-4277,충청남도 당진시,2022-03-31
124,왜목마을좌대낚시터,바다,충청남도 당진시 석문면 왜목길 73,,37.0333,126.5333,,598,우럭 등,120,해상 좌대낚시터,"50,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",왜목마을,041-350-4278,충청남도 당진시,2022-03-31
125,무기수산좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,,37.0167,126.45,,440,우럭 등,90,해상 좌대낚시터,"50,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",난지섬,041-350-4279,충청남도 당진시,2022-03-31
126,부흥3호좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,,37,126.45,,120,우럭 등,22,해상 좌대낚시터,"60,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",난지섬,041-350-4280,충청남도 당진시,2022-03-31
127,미리내가두리낚시2호낚시터,바다,충청남도 당진시 석문면 난지3길 12,,37,126.45,,120,우럭 등,29,해상 좌대낚시터,"60,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",난지섬,041-350-4281,충청남도 당진시,2022-03-31
128,미리내가두리낚시터,바다,충청남도 당진시 석문면 난지3길 12,,37,126.45,,240,우럭 등,80,해상 좌대낚시터,"60,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",난지섬,041-350-4282,충청남도 당진시,2022-03-31
129,해성2호좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,,37,126.45,,345,우럭 등,71,해상 좌대낚시터,"60,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",난지섬,041-350-4283,충청남도 당진시,2022-03-31
130,부흥호좌대2낚시터,바다,충청남도 당진시 석문면 난지3길 12,,37,126.45,,240,우럭 등,50,해상 좌대낚시터,"60,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",난지섬,041-350-4284,충청남도 당진시,2022-03-31
131,아쿠아좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,,37,126.45,,263,우럭 등,54,해상 좌대낚시터,"60,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",난지섬,041-350-4285,충청남도 당진시,2022-03-31
132,부흥호가두리낚시터,바다,충청남도 당진시 석문면 난지3길 12,,37,126.45,,480,우럭 등,100,해상 좌대낚시터,"60,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",난지섬,041-350-4286,충청남도 당진시,2022-03-31
133,낚시타운좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,,37,126.45,,297,우럭 등,113,해상 좌대낚시터,"60,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",난지섬,041-350-4287,충청남도 당진시,2022-03-31
134,훼미리호좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,,37,126.45,,480,우럭 등,104,해상 좌대낚시터,"60,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",난지섬,041-350-4288,충청남도 당진시,2022-03-31
135,스카이좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,,37,126.45,,308,우럭 등,82,해상 좌대낚시터,"60,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",난지섬,041-350-4289,충청남도 당진시,2022-03-31
136,돌고래좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,,37,126.45,,436,우럭 등,87,해상 좌대낚시터,"60,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",난지섬,041-350-4290,충청남도 당진시,2022-03-31
137,와따좌대낚시터,바다,충청남도 당진시 석문면 난지3길 12,,37,126.45,,270,우럭 등,65,해상 좌대낚시터,"60,000원",,"구명조끼, 구명부환 등","낚시터, 화장실 등",난지섬,041-350-4291,충청남도 당진시,2022-03-31
138,광석낚시터,저수지,충청남도 계룡시 엄사면 광석향한2길 58,,36.2714,127.2196,,7600,잉어+붕어,50,고정형,"10,000원",,구명부환+구명조끼+소화기,화장실+분리수거통,,,계룡시 농림과,2023-03-09
139,도곡낚시터,기타,충청남도 계룡시 엄사면 배울길 129,,36.2575,127.2092,,1980,잉어+붕어,50,고정형,"10,000원",,구명부환+구명조끼+소화기,화장실+분리수거통,,,계룡시 농림과,2023-03-09
140,캠피그라운드,기타,충청남도 부여군 부여읍 삼충로272번길 12,충청남도 부여군 부여읍 자왕리 444-2,,,041-836-3777,171,"메기, 붕어",100,"고정형, 부유형","손맛터 15,000원 노지잡이터(토종터) 35,000원 카라반 이용요금 100,000원",낚시터 중앙부,구명 및 소방설비 등,"갤러리, 휴게소","궁남지, 구드래공원",041-830-3862,부여군청,2023-03-31
141,태극호좌대,바다,충청남도 태안군 남면 한바위길 10-1,충청남도 태안군 남면 한바위길 10-1,36.62123687,126.350006,,173,우럭,37,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
142,만길호좌대,바다,충청남도 태안군 남면 한바위길 36-9,충청남도 태안군 남면 한바위길 36-9,36.62075219,126.3536715,,164,우럭,35,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
143,성호좌대,바다,충청남도 태안군 남면 한바위길 10-17,충청남도 태안군 남면 한바위길 10-17,36.655894,126.302754,,163,우럭,35,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
144,성호1좌대,바다,충청남도 태안군 남면 한바위길 10-17,충청남도 태안군 남면 한바위길 10-17,36.655894,126.302754,,143,우럭,31,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
145,해성좌대,바다,충청남도 태안군 남면 한바위길 6-24,충청남도 태안군 남면 한바위길 6-24,36.62142778,126.347343,,120,우럭,26,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
146,갈음이 해상낚시공원,바다,충청남도 태안군 근흥면 갈음이길 105-1,충청남도 태안군 근흥면 갈음이길 105-1,36.69441068,126.159344,,5674,우럭,48,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
147,태안바다,바다,충청남도 태안군 태안읍 중앙로 187,충청남도 태안군 태안읍 중앙로 187,36.749468,126.308131,,150,우럭,40,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
148,수진좌대2,바다,충청남도 태안군 고남면 누동로 21-23,충청남도 태안군 고남면 누동로 21-23,36.43325976,126.4046197,,784,우럭,170,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
149,소망좌대,바다,충청남도 태안군 고남면 구매길 67,충청남도 태안군 고남면 구매길 67,36.424694,126.4293151,,92,우럭,20,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
150,킹콩좌대,바다,충청남도 태안군 고남면 빗독2길6,충청남도 태안군 고남면 빗독2길6,36.42351821,126.409325,,68,우럭,16,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
151,남일수산좌대,바다,충청남도 태안군 안면읍 장터로 254-11,충청남도 태안군 안면읍 장터로 254-11,36.528999,126.348326,,40,우럭,11,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
152,형제,바다,충청남도 태안군 고남면 젓개길 276-1,충청남도 태안군 고남면 젓개길 276-1,36.43592403,126.430585,,397,우럭,86,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
153,인어좌대,바다,충청남도 태안군 고남면 구매길 41-1,충청남도 태안군 고남면 구매길 41-1,36.42553196,126.426836,,392,우럭,66,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
154,용성좌대,바다,충청남도 태안군 고남면 발화지길 254-8,충청남도 태안군 고남면 발화지길 254-8,36.44021872,126.4196768,,98,우럭,50,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
155,수진좌대,바다,충청남도 태안군 고남면 누동로 21-23,충청남도 태안군 고남면 누동로 21-23,36.43325976,126.4046197,,98,우럭,110,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
156,순정좌대,바다,충청남도 태안군 고남면 구매길 41-36,충청남도 태안군 고남면 구매길 41-36,36.42707357,126.430339,,203,우럭,44,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
157,오뚜기,바다,충청남도 태안군 고남면 젓개길 276-1,충청남도 태안군 고남면 젓개길 276-1,36.43592403,126.430585,,292,우럭,63,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
158,달빛좌대,바다,충청남도 태안군 안면읍 안면대로 2984-4,충청남도 태안군 안면읍 안면대로 2984-4,36.51129018,126.347753,,167,우럭,34,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
159,오형제,바다,충청남도 태안군 고남면 젓개길 276-1,충청남도 태안군 고남면 젓개길 276-1,36.43592403,126.430585,,415,우럭,90,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
160,매일좌대,바다,충청남도 태안군 고남면 빗독2길 2,충청남도 태안군 고남면 빗독2길 2,36.423297,126.409575,,96,우럭,70,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
161,그린바다,바다,충청남도 태안군 고남면 젓개길 274-3,충청남도 태안군 고남면 젓개길 274-3,36.435815,126.4307282,,186,우럭,30,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
162,수평선좌대,바다,충청남도 태안군 고남면 옷점길 147-46,충청남도 태안군 고남면 옷점길 147-46,36.41310226,126.400991,,75,우럭,30,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
163,호포유어,바다,충청남도 태안군 안면읍 여수해길 126-139,충청남도 태안군 안면읍 여수해길 126-139,36.55435297,126.3724757,,341,우럭,35,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
164,의항리해상공원,바다,충청남도 태안군 소원면 송의로 698,충청남도 태안군 소원면 송의로 698,36.82964098,126.1616348,,7476,우럭,24,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2023-03-30
165,김선장낚시터,바다,충청남도 서산시 대산읍 화곡리 1845 지선,충청남도 서산시 대산읍 화곡리 1845 지선,35.2672,129.0183,,829,조피볼락+숭어,135,고정형,"50,000원",,구명부환+소화기+구급약품+구명조끼,화장실+쓰레기통,삼길포항,041-660-2413,서산시 해양수산과,2023-12-15
166,대호낚시터,바다,충청남도 서산시 대산읍 화곡리 1845 지선,충청남도 서산시 대산읍 화곡리 1845 지선,35.2672,129.0183,,1088.4,조피볼락+숭어,200,고정형,"50,000원",,구명부환+소화기+구급약품+구명조끼,화장실+쓰레기통,삼길포항,041-660-2413,서산시 해양수산과,2023-12-15
